Token,is_Stop_Word,Lemmatized,Tag,Tag Explanation,Part of Speech Tag,Dependency Parsing
a,True,a,DT,determiner,DET,det
voice,False,voice,NN,"noun, singular or mass",NOUN,compound
recording,False,recording,NN,"noun, singular or mass",NOUN,pobj
obtained,False,obtain,VBN,"verb, past participle",VERB,acl
through,True,through,IN,"conjunction, subordinating or preposition",ADP,prep
SIHA,False,SIHA,NNP,"noun, proper singular",PROPN,pobj
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
CNN,False,CNN,NNP,"noun, proper singular",PROPN,pobj
regarding,True,regard,VBG,"verb, gerund or present participle",VERB,prep
another,True,another,DT,determiner,DET,det
incident,False,incident,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
a,True,a,DT,determiner,DET,det
woman,False,woman,NN,"noun, singular or mass",NOUN,nsubj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
capital,False,capital,NN,"noun, singular or mass",NOUN,pobj
said,False,say,VBD,"verb, past tense",VERB,ROOT
she,True,she,PRP,"pronoun, personal",PRON,nsubjpass
was,True,be,VBD,"verb, past tense",AUX,auxpass
forced,False,force,VBN,"verb, past participle",VERB,ccomp
to,True,to,TO,"infinitival ""to""",PART,aux
watch,False,watch,VB,"verb, base form",VERB,xcomp
as,True,as,IN,"conjunction, subordinating or preposition",SCONJ,mark
her,True,her,PRP$,"pronoun, possessive",PRON,poss
two,True,two,CD,cardinal number,NUM,nummod
young,False,young,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
daughters,False,daughter,NNS,"noun, plural",NOUN,nsubjpass
were,True,be,VBD,"verb, past tense",AUX,auxpass
raped,False,rape,VBN,"verb, past participle",VERB,advcl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
RSF,False,RSF,NNP,"noun, proper singular",PROPN,compound
fighters,False,fighter,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
They,True,they,PRP,"pronoun, personal",PRON,nsubj
beat,False,beat,VBD,"verb, past tense",VERB,ccomp
us,True,we,PRP,"pronoun, personal",PRON,dobj
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
weapons,False,weapon,NNS,"noun, plural",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
she,True,she,PRP,"pronoun, personal",PRON,nsubj
said,False,say,VBD,"verb, past tense",VERB,ROOT
",",False,",",",","punctuation mark, comma",PUNCT,punct
describing,False,describe,VBG,"verb, gerund or present participle",VERB,advcl
the,True,the,DT,determiner,DET,det
raid,False,raid,NN,"noun, singular or mass",NOUN,dobj
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
her,True,her,PRP$,"pronoun, possessive",PRON,poss
home,False,home,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
We,True,we,PRP,"pronoun, personal",PRON,nsubj
told,False,tell,VBD,"verb, past tense",VERB,ROOT
them,True,they,PRP,"pronoun, personal",PRON,dobj
we,True,we,PRP,"pronoun, personal",PRON,nsubj
had,True,have,VBD,"verb, past tense",VERB,ccomp
no,True,no,DT,determiner,DET,det
money,False,money,NN,"noun, singular or mass",NOUN,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
no,True,no,DT,determiner,DET,det
gold,False,gold,NN,"noun, singular or mass",NOUN,conj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
They,True,they,PRP,"pronoun, personal",PRON,nsubj
raped,False,rape,VBD,"verb, past tense",VERB,ROOT
my,True,my,PRP$,"pronoun, possessive",PRON,poss
two,True,two,CD,cardinal number,NUM,nummod
daughters,False,daughter,NNS,"noun, plural",NOUN,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
they,True,they,PRP,"pronoun, personal",PRON,nsubj
were,True,be,VBD,"verb, past tense",AUX,aux
screaming,False,scream,VBG,"verb, gerund or present participle",VERB,conj
at,True,at,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
top,True,top,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
their,True,their,PRP$,"pronoun, possessive",PRON,poss
lungs,False,lung,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
We,True,we,PRP,"pronoun, personal",PRON,nsubj
were,True,be,VBD,"verb, past tense",AUX,aux
screaming,False,scream,VBG,"verb, gerund or present participle",VERB,ccomp
as,True,as,RB,adverb,ADV,advmod
well,True,well,RB,adverb,ADV,advmod
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
she,True,she,PRP,"pronoun, personal",PRON,nsubj
said,False,say,VBD,"verb, past tense",VERB,parataxis
",",False,",",",","punctuation mark, comma",PUNCT,punct
her,True,her,PRP$,"pronoun, possessive",PRON,poss
voice,False,voice,NN,"noun, singular or mass",NOUN,nsubj
choked,False,choke,VBD,"verb, past tense",VERB,ROOT
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
emotion,False,emotion,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
I,True,I,PRP,"pronoun, personal",PRON,nsubj
had,True,have,VBD,"verb, past tense",VERB,ROOT
to,True,to,TO,"infinitival ""to""",PART,aux
hold,False,hold,VB,"verb, base form",VERB,xcomp
my,True,my,PRP$,"pronoun, possessive",PRON,poss
son,False,son,NN,"noun, singular or mass",NOUN,dobj
back,True,back,RB,adverb,ADV,advmod
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
going,False,go,VBG,"verb, gerund or present participle",VERB,pcomp
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
his,True,his,PRP$,"pronoun, possessive",PRON,poss
sisters,False,sister,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
I,True,I,PRP,"pronoun, personal",PRON,nsubj
said,False,say,VBD,"verb, past tense",VERB,ROOT
if,True,if,IN,"conjunction, subordinating or preposition",SCONJ,mark
you,True,you,PRP,"pronoun, personal",PRON,nsubj
go,True,go,VBP,"verb, non-3rd person singular present",VERB,advcl
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
them,True,they,PRP,"pronoun, personal",PRON,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
they,True,they,PRP,"pronoun, personal",PRON,nsubj
will,True,will,MD,"verb, modal auxiliary",AUX,aux
riddle,False,riddle,VB,"verb, base form",VERB,ccomp
you,True,you,PRP,"pronoun, personal",PRON,dobj
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
bullets,False,bullet,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
The,True,the,DT,determiner,DET,det
atrocities,False,atrocity,NNS,"noun, plural",NOUN,nsubj
have,True,have,VBP,"verb, non-3rd person singular present",AUX,aux
only,True,only,RB,adverb,ADV,advmod
intensified,False,intensify,VBN,"verb, past participle",VERB,ccomp
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
proliferated,False,proliferate,VBN,"verb, past participle",VERB,conj
over,True,over,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
course,False,course,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
war,False,war,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
say,True,say,VBP,"verb, non-3rd person singular present",VERB,ROOT
activists,False,activist,NNS,"noun, plural",NOUN,nsubj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
experts,False,expert,NNS,"noun, plural",NOUN,conj
who,True,who,WP,"wh-pronoun, personal",PRON,nsubj
argue,False,argue,VBP,"verb, non-3rd person singular present",VERB,relcl
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
impunity,False,impunity,NN,"noun, singular or mass",NOUN,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
propelled,False,propel,VBN,"verb, past participle",VERB,ccomp
Hemedti,False,Hemedti,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
rise,False,rise,NN,"noun, singular or mass",NOUN,dobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
power,False,power,NN,"noun, singular or mass",NOUN,pobj
since,True,since,IN,"conjunction, subordinating or preposition",SCONJ,prep
his,True,his,PRP$,"pronoun, possessive",PRON,poss
time,False,time,NN,"noun, singular or mass",NOUN,pobj
as,True,as,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
leader,False,leader,NN,"noun, singular or mass",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Janjaweed,False,Janjaweed,NNP,"noun, proper singular",PROPN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
early,False,early,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
2000s,False,2000s,CD,cardinal number,NUM,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
Nobody,True,nobody,NN,"noun, singular or mass",PRON,nsubj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
has,True,have,VBZ,"verb, 3rd person singular present",VERB,ccomp
more,True,more,JJR,"adjective, comparative",ADJ,amod
blood,False,blood,NN,"noun, singular or mass",NOUN,dobj
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
their,True,their,PRP$,"pronoun, possessive",PRON,poss
hands,False,hand,NNS,"noun, plural",NOUN,pobj
than,True,than,IN,"conjunction, subordinating or preposition",ADP,prep
Hemedti,False,Hemedti,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
said,False,say,VBD,"verb, past tense",VERB,ROOT
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,compound
analyst,False,analyst,NN,"noun, singular or mass",NOUN,compound
Eric,False,Eric,NNP,"noun, proper singular",PROPN,compound
Reeves,False,Reeves,NNP,"noun, proper singular",PROPN,nsubj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
In,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
statement,False,statement,NN,"noun, singular or mass",NOUN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
CNN,False,CNN,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,nsubj
vehemently,False,vehemently,RB,adverb,ADV,advmod
denied,False,deny,VBD,"verb, past tense",VERB,ROOT
the,True,the,DT,determiner,DET,det
allegations,False,allegation,NNS,"noun, plural",NOUN,dobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
rape,False,rape,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
arbitrary,False,arbitrary,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
killings,False,killing,NNS,"noun, plural",NOUN,appos
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
targeting,False,targeting,NN,"noun, singular or mass",NOUN,conj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
civilian,False,civilian,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
infrastructure,False,infrastructure,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
It,True,it,PRP,"pronoun, personal",PRON,nsubj
accused,False,accuse,VBD,"verb, past tense",VERB,ROOT
the,True,the,DT,determiner,DET,det
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
army,False,army,NN,"noun, singular or mass",NOUN,dobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
“,False,"""",``,opening quotation mark,PUNCT,punct
indiscriminately,False,indiscriminately,RB,adverb,ADV,advmod
bombing,False,bomb,VBG,"verb, gerund or present participle",VERB,nmod
”,False,"""",'',closing quotation mark,PUNCT,punct
civilians,False,civilian,NNS,"noun, plural",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
claimed,False,claim,VBD,"verb, past tense",VERB,conj
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
RSF,False,RSF,NNP,"noun, proper singular",PROPN,compound
uniforms,False,uniform,NNS,"noun, plural",NOUN,nsubj
worn,False,wear,VBN,"verb, past participle",VERB,acl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
the,True,the,DT,determiner,DET,det
perpetrators,False,perpetrator,NNS,"noun, plural",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
witness,False,witness,NN,"noun, singular or mass",NOUN,compound
testimony,False,testimony,NN,"noun, singular or mass",NOUN,pobj
were,True,be,VBD,"verb, past tense",AUX,ccomp
“,False,"""",``,opening quotation mark,PUNCT,punct
counterfeit,False,counterfeit,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,nsubj
upholds,False,uphold,VBZ,"verb, 3rd person singular present",VERB,ccomp
international,False,international,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
law,False,law,NN,"noun, singular or mass",NOUN,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
is,True,be,VBZ,"verb, 3rd person singular present",AUX,auxpass
dedicated,False,dedicate,VBN,"verb, past participle",VERB,conj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
safeguarding,False,safeguard,VBG,"verb, gerund or present participle",VERB,pcomp
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
the,True,the,DT,determiner,DET,det
statement,False,statement,NN,"noun, singular or mass",NOUN,nsubj
said,False,say,VBD,"verb, past tense",VERB,ROOT
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
Any,True,any,DT,determiner,DET,det
actions,False,action,NNS,"noun, plural",NOUN,nsubj
inconsistent,False,inconsistent,VBP,"verb, non-3rd person singular present",VERB,csubj
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
this,True,this,DT,determiner,DET,det
principle,False,principle,NN,"noun, singular or mass",NOUN,pobj
do,True,do,VBP,"verb, non-3rd person singular present",AUX,aux
not,True,not,RB,adverb,PART,neg
reflect,False,reflect,VB,"verb, base form",VERB,ROOT
our,True,our,PRP$,"pronoun, possessive",PRON,poss
values,False,value,NNS,"noun, plural",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
we,True,we,PRP,"pronoun, personal",PRON,nsubj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,conj
committed,False,committed,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
ensuring,False,ensure,VBG,"verb, gerund or present participle",VERB,pcomp
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
those,True,those,DT,determiner,PRON,nsubjpass
who,True,who,WP,"wh-pronoun, personal",PRON,nsubj
violate,False,violate,VBP,"verb, non-3rd person singular present",VERB,relcl
the,True,the,DT,determiner,DET,det
law,False,law,NN,"noun, singular or mass",NOUN,dobj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,auxpass
held,False,hold,VBN,"verb, past participle",VERB,ccomp
accountable,False,accountable,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,oprd
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
The,True,the,DT,determiner,DET,det
group,False,group,NN,"noun, singular or mass",NOUN,nsubj
also,True,also,RB,adverb,ADV,advmod
denied,False,deny,VBD,"verb, past tense",VERB,ROOT
links,False,link,NNS,"noun, plural",NOUN,dobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
